project_id,project_name,ministry,sector,state,implementing_agency,original_cost,revised_cost,cumulative_expenditure,planned_duration_months,elapsed_months,expected_delay_months,physical_progress,expected_progress,financial_progress,previous_physical_progress,progress_change,previous_expenditure,expenditure_change,total_milestones,completed_milestones,delayed_milestones,progress_gap,cost_overrun_percent,time_overrun_percent,cost_overrun,time_overrun,risk_score,risk_level
PRJ-01897,Infrastructure Project 01897,Ministry of Railways,Energy,Tamil Nadu,Infrastructure Development Authority,12281.16,12733.14,8797.77,115,64,5.34,54.45,55.65,68.91,48.88,5.58,8397.89,399.88,18,14,0,1.2,3.68,4.65,0,0,7.26,Low
PRJ-01898,Infrastructure Project 01898,Ministry of Railways,Communication,Maharashtra,Infrastructure Development Authority,34011.18,36801.08,10573.57,111,5,17.85,0.0,4.5,21.16,0.0,0.0,10139.3,434.27,29,18,0,4.5,8.2,16.08,0,1,24.35,Low
PRJ-01899,Infrastructure Project 01899,Ministry of Jal Shakti,Water & Sanitation,West Bengal,Public Sector Undertaking,1074.46,1232.8,806.28,51,19,9.13,26.89,37.25,68.74,21.35,5.54,792.02,14.26,8,4,2,10.36,14.74,17.9,1,1,22.3,Low
PRJ-01900,Infrastructure Project 01900,Ministry of Housing,Mining,Rajasthan,Public Sector Undertaking,27934.28,36547.3,10825.17,113,47,18.24,19.89,41.59,31.95,16.04,3.85,9572.28,1252.89,24,24,4,21.7,30.83,16.14,1,1,37.75,Medium
PRJ-01901,Infrastructure Project 01901,Ministry of Housing,Energy,Andhra Pradesh,Public Sector Undertaking,20239.21,26366.1,4420.94,40,41,4.28,100.0,100.0,4.7,93.72,6.28,3943.25,477.7,7,1,2,0.0,30.27,10.7,1,1,36.03,Medium
PRJ-01902,Infrastructure Project 01902,Ministry of Railways,Transport & Logistics,Tamil Nadu,Infrastructure Development Authority,6046.59,6252.83,2232.3,68,8,0.2,11.08,11.76,36.9,5.23,5.85,2134.57,97.72,9,8,2,0.69,3.41,0.29,0,0,5.09,Low
PRJ-01903,Infrastructure Project 01903,Ministry of Road Transport,Mining,West Bengal,Infrastructure Development Authority,38022.65,50651.98,17094.02,76,62,18.75,71.95,81.58,41.87,71.71,0.24,16489.37,604.65,15,8,1,9.63,33.22,24.67,1,1,36.64,Medium
PRJ-01904,Infrastructure Project 01904,Ministry of Steel,Energy,Uttar Pradesh,Infrastructure Development Authority,2710.97,3328.34,1330.99,107,37,12.31,33.0,34.58,38.81,29.99,3.01,1241.76,89.23,9,7,0,1.58,22.77,11.51,1,1,30.33,Low
PRJ-01905,Infrastructure Project 01905,Ministry of Power,Mining,West Bengal,Infrastructure Development Authority,46408.18,58203.72,33959.11,42,17,0.0,49.85,40.48,52.03,48.76,1.08,32104.62,1854.49,26,8,0,-9.37,25.42,0.0,1,0,14.52,Low
PRJ-01906,Infrastructure Project 01906,Ministry of Power,Communication,Tamil Nadu,Infrastructure Development Authority,2360.51,3074.96,1395.9,48,37,4.92,64.42,77.08,46.29,56.96,7.46,1367.06,28.84,8,1,2,12.67,30.27,10.25,1,1,32.29,Low
PRJ-01907,Infrastructure Project 01907,Ministry of Communications,Energy,Andhra Pradesh,State Government Agency,14804.73,15130.16,7957.31,40,29,0.0,76.79,72.5,58.28,69.28,7.51,7258.14,699.17,10,9,0,-4.29,2.2,0.0,0,0,7.41,Low
PRJ-01908,Infrastructure Project 01908,Ministry of Housing,Social Infrastructure,Bihar,Central Government Agency,20606.79,26526.69,2328.95,39,17,1.64,42.85,43.59,0.0,38.39,4.46,2309.41,19.54,8,5,0,0.74,28.73,4.21,1,0,17.48,Low
PRJ-01909,Infrastructure Project 01909,Ministry of Power,Social Infrastructure,Odisha,Public Sector Undertaking,25916.81,27264.08,5645.3,108,6,1.2,11.47,5.56,15.13,5.27,6.2,5350.77,294.53,14,13,0,-5.92,5.2,1.11,0,0,10.26,Low
PRJ-01910,Infrastructure Project 01910,Ministry of Jal Shakti,Steel,Karnataka,Central Government Agency,45918.62,47396.58,38518.28,43,11,2.13,22.21,25.58,80.18,15.15,7.06,36197.14,2321.14,11,0,0,3.37,3.22,4.95,0,0,15.23,Low
PRJ-01911,Infrastructure Project 01911,Ministry of Steel,Communication,Bihar,Infrastructure Development Authority,34848.7,37774.78,17463.35,111,18,6.04,17.72,16.22,47.44,14.35,3.37,16031.8,1431.55,14,13,0,-1.51,8.4,5.44,0,0,14.15,Low
PRJ-01912,Infrastructure Project 01912,Ministry of Steel,Social Infrastructure,Tamil Nadu,Public Sector Undertaking,18142.99,18759.53,14656.39,43,35,0.0,88.84,81.4,79.59,86.6,2.24,12499.7,2156.69,23,7,2,-7.44,3.4,0.0,0,0,5.74,Low
PRJ-01913,Infrastructure Project 01913,Ministry of Jal Shakti,Transport & Logistics,Gujarat,Infrastructure Development Authority,17981.4,18709.41,1586.2,116,105,7.41,86.57,90.52,11.17,85.51,1.06,1560.56,25.64,14,0,1,3.94,4.05,6.39,0,0,19.5,Low
PRJ-01914,Infrastructure Project 01914,Ministry of Steel,Mining,Andhra Pradesh,Infrastructure Development Authority,41277.18,45420.52,8248.22,67,10,0.71,11.57,14.93,20.63,7.56,4.01,7421.9,826.32,24,14,0,3.35,10.04,1.06,1,0,8.14,Low
PRJ-01915,Infrastructure Project 01915,Ministry of Steel,Social Infrastructure,Andhra Pradesh,Infrastructure Development Authority,33343.98,36222.17,17370.18,80,68,0.0,93.41,85.0,48.31,90.39,3.01,16112.3,1257.88,5,5,0,-8.41,8.63,0.0,0,0,16.63,Low
PRJ-01916,Infrastructure Project 01916,Ministry of Jal Shakti,Mining,Rajasthan,Public Sector Undertaking,24671.53,31087.25,22149.48,81,13,19.1,14.29,16.05,83.31,7.66,6.63,19963.5,2185.98,7,0,2,1.76,26.0,23.58,1,1,31.81,Low
PRJ-01917,Infrastructure Project 01917,Ministry of Road Transport,Coal,Uttar Pradesh,Public Sector Undertaking,38696.63,49237.76,4378.96,100,63,21.3,46.13,63.0,6.89,44.93,1.2,4042.49,336.47,29,8,2,16.87,27.24,21.3,1,1,42.85,Medium
PRJ-01918,Infrastructure Project 01918,Ministry of Housing,Energy,Andhra Pradesh,State Government Agency,18743.45,20468.61,7355.41,57,48,0.4,76.52,84.21,40.78,69.72,6.8,6491.89,863.52,10,5,2,7.69,9.2,0.7,0,0,14.48,Low
PRJ-01919,Infrastructure Project 01919,Ministry of Communications,Transport & Logistics,Madhya Pradesh,Infrastructure Development Authority,10816.46,11333.09,1871.54,73,32,0.33,39.08,43.84,14.08,37.75,1.33,1798.33,73.21,23,12,0,4.76,4.78,0.46,0,0,18.77,Low
PRJ-01920,Infrastructure Project 01920,Ministry of Road Transport,Social Infrastructure,Karnataka,Central Government Agency,27512.12,29758.38,8447.62,47,52,6.55,100.0,100.0,30.5,98.29,1.71,8088.25,359.37,17,6,0,0.0,8.16,13.94,0,1,15.38,Low
PRJ-01921,Infrastructure Project 01921,Ministry of Housing,Water & Sanitation,Tamil Nadu,Central Government Agency,17359.22,18673.83,4189.04,34,23,2.04,72.21,67.65,27.28,71.71,0.5,3613.19,575.85,26,22,0,-4.57,7.57,6.0,0,0,12.55,Low
PRJ-01922,Infrastructure Project 01922,Ministry of Coal,Coal,Odisha,Public Sector Undertaking,46536.49,46824.91,21772.89,99,57,0.0,55.48,57.58,57.95,48.39,7.09,21231.36,541.53,19,18,0,2.09,0.62,0.0,0,0,5.55,Low
PRJ-01923,Infrastructure Project 01923,Ministry of Coal,Steel,Odisha,Public Sector Undertaking,49091.14,50588.62,41202.07,101,22,0.0,19.13,21.78,81.3,18.37,0.76,35745.85,5456.22,28,1,0,2.65,3.05,0.0,0,0,13.04,Low
PRJ-01924,Infrastructure Project 01924,Ministry of Coal,Coal,Odisha,Infrastructure Development Authority,13188.14,14130.52,4637.94,50,43,5.9,73.67,86.0,31.41,71.81,1.86,4411.6,226.34,8,6,0,12.33,7.15,11.8,0,1,17.44,Low
PRJ-01925,Infrastructure Project 01925,Ministry of Jal Shakti,Transport & Logistics,Maharashtra,Central Government Agency,44047.69,52504.6,31300.81,25,29,0.0,100.0,100.0,55.77,95.35,4.65,30519.26,781.54,10,7,0,0.0,19.2,0.0,1,0,14.92,Low
PRJ-01926,Infrastructure Project 01926,Ministry of Communications,Water & Sanitation,Gujarat,Public Sector Undertaking,23691.75,26302.57,9076.98,45,36,7.91,60.77,80.0,21.9,56.37,4.39,8728.25,348.73,19,16,2,19.23,11.02,17.57,1,1,30.06,Low
PRJ-01927,Infrastructure Project 01927,Ministry of Housing,Communication,Tamil Nadu,Central Government Agency,11861.71,14291.35,2825.52,106,114,13.37,92.16,100.0,16.94,88.06,4.11,2477.42,348.11,27,24,1,7.84,20.48,12.61,1,1,26.13,Low
PRJ-01928,Infrastructure Project 01928,Ministry of Steel,Transport & Logistics,West Bengal,State Government Agency,14556.25,18814.06,14442.92,99,9,21.16,0.0,9.09,79.29,0.0,0.0,12296.59,2146.33,23,16,1,9.09,29.25,21.38,1,1,34.26,Low
PRJ-01929,Infrastructure Project 01929,Ministry of Housing,Transport & Logistics,Gujarat,Infrastructure Development Authority,21948.46,23607.77,15161.28,66,45,0.2,63.93,68.18,63.71,63.08,0.85,12900.64,2260.64,27,17,2,4.25,7.56,0.3,0,0,4.18,Low
PRJ-01930,Infrastructure Project 01930,Ministry of Housing,Communication,Telangana,State Government Agency,5749.54,6785.44,5531.92,60,49,1.46,78.2,81.67,88.83,70.6,7.6,5300.11,231.8,15,0,0,3.47,18.02,2.43,1,0,11.04,Low
PRJ-01931,Infrastructure Project 01931,Ministry of Power,Mining,Rajasthan,Infrastructure Development Authority,37260.44,39593.52,22620.37,35,12,0.0,35.52,34.29,56.95,28.59,6.93,21541.04,1079.32,23,0,1,-1.24,6.26,0.0,0,0,4.73,Low
PRJ-01932,Infrastructure Project 01932,Ministry of Coal,Water & Sanitation,Karnataka,Infrastructure Development Authority,35585.89,36588.57,21686.91,32,20,0.97,64.3,62.5,55.81,63.98,0.32,19579.07,2107.85,5,2,1,-1.8,2.82,3.04,0,0,9.18,Low
PRJ-01933,Infrastructure Project 01933,Ministry of Road Transport,Coal,Gujarat,Infrastructure Development Authority,8592.34,9054.22,1122.58,30,22,0.94,83.18,73.33,18.9,81.27,1.92,987.79,134.79,29,2,0,-9.85,5.38,3.14,0,0,11.27,Low
PRJ-01934,Infrastructure Project 01934,Ministry of Housing,Mining,Madhya Pradesh,Central Government Agency,21665.24,23724.37,4808.61,92,75,2.07,80.03,81.52,24.47,76.41,3.62,4714.44,94.17,12,9,0,1.49,9.5,2.25,0,0,19.94,Low
PRJ-01935,Infrastructure Project 01935,Ministry of Communications,Steel,Tamil Nadu,Infrastructure Development Authority,13593.74,13723.62,9879.74,102,84,0.24,78.21,82.35,71.87,76.96,1.25,9472.49,407.25,17,11,0,4.14,0.96,0.23,0,0,10.53,Low
PRJ-01936,Infrastructure Project 01936,Ministry of Railways,Social Infrastructure,Madhya Pradesh,State Government Agency,2692.96,2787.18,1187.48,86,70,7.3,70.09,81.4,33.1,65.19,4.89,1177.87,9.61,21,9,2,11.31,3.5,8.49,0,0,18.59,Low
PRJ-01937,Infrastructure Project 01937,Ministry of Road Transport,Water & Sanitation,Telangana,Infrastructure Development Authority,27070.93,30281.41,3626.75,59,59,4.79,89.72,100.0,20.24,84.61,5.11,3501.58,125.18,13,10,2,10.28,11.86,8.12,1,0,23.1,Low
PRJ-01938,Infrastructure Project 01938,Ministry of Housing,Energy,Tamil Nadu,Central Government Agency,38071.7,47645.57,31558.26,110,88,8.1,68.42,80.0,62.66,66.82,1.59,27087.99,4470.27,18,11,1,11.58,25.15,7.37,1,0,35.03,Medium
PRJ-01939,Infrastructure Project 01939,Ministry of Housing,Mining,Andhra Pradesh,Infrastructure Development Authority,41090.83,46219.77,15276.28,32,15,9.83,47.22,46.88,23.03,46.16,1.06,14823.35,452.92,5,1,0,-0.35,12.48,30.71,1,1,19.41,Low
PRJ-01940,Infrastructure Project 01940,Ministry of Steel,Mining,Bihar,Central Government Agency,42383.03,51614.87,5238.64,89,82,7.02,77.94,92.13,19.69,71.49,6.45,4476.31,762.33,25,20,4,14.19,21.78,7.89,1,0,19.81,Low
PRJ-01941,Infrastructure Project 01941,Ministry of Housing,Coal,Maharashtra,Central Government Agency,19727.22,21442.37,16001.9,92,97,10.71,100.0,100.0,76.56,97.01,2.99,14169.61,1832.29,11,11,2,0.0,8.69,11.65,0,1,22.68,Low
PRJ-01942,Infrastructure Project 01942,Ministry of Road Transport,Energy,Madhya Pradesh,Public Sector Undertaking,43628.59,45003.19,30004.88,107,52,4.28,47.3,48.6,61.6,46.5,0.81,27937.3,2067.58,8,5,0,1.3,3.15,4.0,0,0,10.48,Low
PRJ-01943,Infrastructure Project 01943,Ministry of Housing,Water & Sanitation,Madhya Pradesh,Central Government Agency,48448.1,57726.72,48512.96,98,106,7.2,100.0,100.0,80.92,99.39,0.61,45209.34,3303.62,26,19,0,0.0,19.15,7.35,1,0,19.54,Low
PRJ-01944,Infrastructure Project 01944,Ministry of Coal,Mining,Karnataka,Infrastructure Development Authority,35226.06,37726.31,19939.56,25,18,5.66,74.38,72.0,55.36,66.54,7.84,17557.73,2381.83,29,21,2,-2.38,7.1,22.64,0,1,15.97,Low
PRJ-01945,Infrastructure Project 01945,Ministry of Housing,Social Infrastructure,Karnataka,Infrastructure Development Authority,18342.2,18411.73,3507.4,117,62,1.59,57.28,52.99,14.61,49.33,7.95,3242.96,264.44,24,9,2,-4.29,0.38,1.36,0,0,6.09,Low
PRJ-01946,Infrastructure Project 01946,Ministry of Power,Water & Sanitation,Bihar,Infrastructure Development Authority,10457.32,11336.5,5548.45,24,31,2.72,100.0,100.0,52.93,95.93,4.07,5114.82,433.63,27,14,1,0.0,8.41,11.32,0,1,17.48,Low
PRJ-01947,Infrastructure Project 01947,Ministry of Housing,Mining,West Bengal,Central Government Agency,11740.45,12214.67,3303.86,106,73,2.88,69.42,68.87,25.16,64.75,4.67,3052.48,251.38,19,9,0,-0.56,4.04,2.72,0,0,13.49,Low
PRJ-01948,Infrastructure Project 01948,Ministry of Coal,Social Infrastructure,West Bengal,State Government Agency,48413.75,52853.55,32425.06,116,87,0.0,77.28,75.0,67.33,74.13,3.15,29244.52,3180.54,7,5,0,-2.28,9.17,0.0,0,0,19.15,Low
PRJ-01949,Infrastructure Project 01949,Ministry of Railways,Steel,Madhya Pradesh,State Government Agency,47206.73,49599.19,16230.03,100,11,1.76,13.74,11.0,27.75,13.5,0.24,15173.33,1056.69,7,6,1,-2.74,5.07,1.76,0,0,18.94,Low
PRJ-01950,Infrastructure Project 01950,Ministry of Steel,Energy,Karnataka,Public Sector Undertaking,30553.35,38549.02,23786.53,106,102,6.94,97.03,96.23,70.02,90.14,6.89,20365.56,3420.97,18,17,0,-0.8,26.17,6.55,1,0,15.02,Low
PRJ-01951,Infrastructure Project 01951,Ministry of Jal Shakti,Coal,Odisha,Infrastructure Development Authority,13453.67,18778.0,12969.67,80,74,15.92,84.73,92.5,61.39,81.76,2.98,11396.08,1573.6,13,2,0,7.77,39.58,19.9,1,1,41.77,Medium
PRJ-01952,Infrastructure Project 01952,Ministry of Coal,Communication,Bihar,Infrastructure Development Authority,15007.43,18398.29,9145.74,112,28,0.85,18.55,25.0,45.0,14.14,4.42,8288.08,857.66,26,5,0,6.45,22.59,0.76,1,0,18.01,Low
PRJ-01953,Infrastructure Project 01953,Ministry of Railways,Mining,Bihar,State Government Agency,32337.95,44032.18,26986.72,53,51,10.5,100.0,96.23,58.28,94.7,5.3,26382.95,603.76,21,11,1,-3.77,36.16,19.82,1,1,23.47,Low
PRJ-01954,Infrastructure Project 01954,Ministry of Coal,Energy,Maharashtra,Infrastructure Development Authority,16210.89,17533.76,9552.09,117,8,3.82,4.25,6.84,61.75,0.0,4.25,8960.43,591.66,23,13,0,2.59,8.16,3.27,0,0,9.24,Low
PRJ-01955,Infrastructure Project 01955,Ministry of Road Transport,Social Infrastructure,Rajasthan,Central Government Agency,35873.03,45055.39,19931.35,75,46,10.26,37.97,61.33,42.56,36.48,1.49,17817.88,2113.47,14,8,2,23.36,25.6,13.68,1,1,36.97,Medium
PRJ-01956,Infrastructure Project 01956,Ministry of Communications,Mining,Madhya Pradesh,Public Sector Undertaking,20596.27,21439.18,5491.47,72,26,3.8,52.17,36.11,24.25,45.79,6.38,4912.4,579.07,19,4,0,-16.06,4.09,5.28,0,0,9.32,Low
PRJ-01957,Infrastructure Project 01957,Ministry of Housing,Energy,Odisha,Infrastructure Development Authority,23720.87,25784.44,21323.9,43,17,13.08,31.58,39.53,86.21,27.47,4.11,20041.97,1281.92,10,4,2,7.96,8.7,30.42,0,1,30.57,Low
PRJ-01958,Infrastructure Project 01958,Ministry of Road Transport,Transport & Logistics,Bihar,Public Sector Undertaking,39619.68,42869.27,30890.88,39,48,11.32,100.0,100.0,69.54,97.74,2.26,26547.09,4343.79,5,4,1,0.0,8.2,29.03,0,1,20.63,Low
PRJ-01959,Infrastructure Project 01959,Ministry of Coal,Steel,Maharashtra,Public Sector Undertaking,9214.65,10751.69,2343.31,67,75,5.14,100.0,100.0,17.75,92.39,7.61,2086.78,256.53,16,3,1,0.0,16.68,7.67,1,0,15.75,Low
PRJ-01960,Infrastructure Project 01960,Ministry of Railways,Water & Sanitation,Madhya Pradesh,Infrastructure Development Authority,42164.32,48251.97,38394.58,59,43,0.0,73.32,72.88,77.05,69.99,3.34,36046.05,2348.53,10,4,0,-0.44,14.44,0.0,1,0,12.52,Low
PRJ-01961,Infrastructure Project 01961,Ministry of Power,Communication,Uttar Pradesh,Public Sector Undertaking,3020.14,3709.38,567.2,68,68,6.07,81.2,100.0,11.06,80.98,0.22,514.17,53.03,9,4,2,18.8,22.82,8.92,1,0,35.89,Medium
PRJ-01962,Infrastructure Project 01962,Ministry of Jal Shakti,Energy,Gujarat,Infrastructure Development Authority,11946.1,12396.98,6578.19,97,22,0.84,35.37,22.68,50.77,31.91,3.46,5643.18,935.01,5,1,0,-12.69,3.77,0.87,0,0,11.09,Low
PRJ-01963,Infrastructure Project 01963,Ministry of Railways,Steel,Odisha,Infrastructure Development Authority,46907.9,59164.3,47009.89,78,16,5.83,19.76,20.51,73.43,15.2,4.56,45153.68,1856.21,11,11,0,0.76,26.13,7.47,1,0,19.19,Low
PRJ-01964,Infrastructure Project 01964,Ministry of Steel,Energy,Bihar,Public Sector Undertaking,43483.1,45419.49,13793.46,106,90,7.41,82.85,84.91,31.95,75.74,7.11,12011.53,1781.93,12,2,1,2.05,4.45,6.99,0,0,12.06,Low
PRJ-01965,Infrastructure Project 01965,Ministry of Coal,Mining,Rajasthan,Infrastructure Development Authority,26025.7,35172.06,17363.59,42,30,13.44,60.53,71.43,45.73,58.02,2.51,16556.86,806.73,13,1,5,10.9,35.14,32.01,1,1,51.5,Medium
PRJ-01966,Infrastructure Project 01966,Ministry of Power,Energy,Gujarat,Public Sector Undertaking,30288.24,32013.93,14081.8,92,34,0.0,38.78,36.96,40.55,33.47,5.3,13925.82,155.98,16,0,0,-1.82,5.7,0.0,0,0,14.03,Low
PRJ-01967,Infrastructure Project 01967,Ministry of Housing,Coal,Uttar Pradesh,Infrastructure Development Authority,42882.05,48447.24,10628.06,112,104,5.06,84.28,92.86,23.03,79.22,5.06,9715.81,912.25,14,10,1,8.58,12.98,4.51,1,0,22.84,Low
PRJ-01968,Infrastructure Project 01968,Ministry of Railways,Mining,Telangana,Public Sector Undertaking,46642.32,66920.91,19188.16,41,42,2.22,100.0,100.0,27.72,96.09,3.91,17409.39,1778.77,9,0,0,0.0,43.48,5.41,1,0,18.58,Low
PRJ-01969,Infrastructure Project 01969,Ministry of Road Transport,Coal,Telangana,State Government Agency,24995.26,26648.05,20714.06,47,50,7.58,96.77,100.0,81.0,89.72,7.06,18922.86,1791.2,26,14,0,3.23,6.61,16.12,0,1,18.66,Low
PRJ-01970,Infrastructure Project 01970,Ministry of Power,Coal,Karnataka,Infrastructure Development Authority,12797.74,14036.35,5825.16,81,64,6.51,80.28,79.01,48.4,74.74,5.54,4980.38,844.78,7,2,0,-1.27,9.68,8.04,0,0,22.28,Low
PRJ-01971,Infrastructure Project 01971,Ministry of Jal Shakti,Energy,Karnataka,Infrastructure Development Authority,34999.07,35595.08,7620.5,48,55,4.53,100.0,100.0,26.32,93.48,6.52,6600.31,1020.19,16,7,0,0.0,1.7,9.43,0,0,7.62,Low
PRJ-01972,Infrastructure Project 01972,Ministry of Steel,Steel,Odisha,Central Government Agency,29969.52,33392.09,6062.22,79,82,2.5,100.0,100.0,15.45,93.35,6.65,5464.74,597.49,12,2,0,0.0,11.42,3.16,1,0,17.09,Low
PRJ-01973,Infrastructure Project 01973,Ministry of Power,Coal,Rajasthan,Central Government Agency,38783.38,46543.74,26816.73,110,107,9.24,100.0,97.27,53.71,92.15,7.85,25865.16,951.57,10,9,0,-2.73,20.01,8.4,1,0,13.56,Low
PRJ-01974,Infrastructure Project 01974,Ministry of Power,Water & Sanitation,Telangana,State Government Agency,2647.96,2984.66,2346.57,110,13,12.32,29.68,11.82,78.29,24.81,4.87,2103.21,243.36,11,8,0,-17.86,12.72,11.2,1,1,8.13,Low
PRJ-01975,Infrastructure Project 01975,Ministry of Steel,Water & Sanitation,Madhya Pradesh,Infrastructure Development Authority,6618.47,7391.49,4699.86,39,14,0.0,27.84,35.9,60.2,21.68,6.16,4086.38,613.48,27,16,0,8.06,11.68,0.0,1,0,12.59,Low
PRJ-01976,Infrastructure Project 01976,Ministry of Power,Transport & Logistics,Tamil Nadu,Public Sector Undertaking,6324.03,6586.79,2201.46,106,64,20.91,34.72,60.38,30.95,30.06,4.66,1967.26,234.2,23,12,4,25.65,4.15,19.73,0,1,36.43,Medium
PRJ-01977,Infrastructure Project 01977,Ministry of Housing,Energy,Madhya Pradesh,Infrastructure Development Authority,3056.03,3516.82,2088.87,35,40,2.07,100.0,100.0,65.78,93.17,6.83,1963.55,125.32,5,2,0,0.0,15.08,5.92,1,0,12.06,Low
PRJ-01978,Infrastructure Project 01978,Ministry of Jal Shakti,Energy,Bihar,Infrastructure Development Authority,48708.73,57760.44,12725.37,102,87,10.39,87.46,85.29,26.3,85.88,1.58,12260.65,464.73,15,7,1,-2.17,18.58,10.19,1,1,31.49,Low
PRJ-01979,Infrastructure Project 01979,Ministry of Communications,Water & Sanitation,West Bengal,Infrastructure Development Authority,30544.37,32154.22,2297.37,27,29,1.01,100.0,100.0,13.64,94.55,5.45,2222.7,74.67,24,21,3,0.0,5.27,3.75,0,0,10.69,Low
PRJ-01980,Infrastructure Project 01980,Ministry of Railways,Social Infrastructure,Telangana,Central Government Agency,17490.45,21894.69,2586.22,68,76,0.0,100.0,100.0,11.11,98.91,1.09,2461.38,124.85,26,7,2,0.0,25.18,0.0,1,0,17.91,Low
PRJ-01981,Infrastructure Project 01981,Ministry of Railways,Coal,Bihar,Central Government Agency,42288.03,43728.91,34514.56,101,61,1.37,57.51,60.4,77.0,52.01,5.5,30350.88,4163.68,10,3,3,2.89,3.41,1.36,0,0,5.68,Low
PRJ-01982,Infrastructure Project 01982,Ministry of Railways,Steel,Bihar,Infrastructure Development Authority,11849.17,15745.44,8451.47,35,33,5.85,82.81,94.29,58.79,81.37,1.44,8267.75,183.71,21,3,4,11.47,32.88,16.71,1,1,40.13,Medium
PRJ-01983,Infrastructure Project 01983,Ministry of Steel,Social Infrastructure,Bihar,Public Sector Undertaking,27505.04,28953.21,14007.37,105,87,2.84,83.13,82.86,37.74,80.84,2.28,12909.21,1098.16,19,12,1,-0.27,5.27,2.71,0,0,9.97,Low
PRJ-01984,Infrastructure Project 01984,Ministry of Railways,Social Infrastructure,Bihar,Infrastructure Development Authority,23415.51,25209.57,5550.38,79,33,1.02,45.81,41.77,29.18,41.27,4.54,5072.24,478.15,28,22,0,-4.04,7.66,1.29,0,0,2.9,Low
PRJ-01985,Infrastructure Project 01985,Ministry of Communications,Transport & Logistics,Bihar,Infrastructure Development Authority,15628.55,18863.63,2031.75,25,6,0.0,17.42,24.0,13.75,10.12,7.31,1828.77,202.98,17,11,1,6.58,20.7,0.0,1,0,22.67,Low
PRJ-01986,Infrastructure Project 01986,Ministry of Road Transport,Steel,West Bengal,State Government Agency,20459.19,22068.05,10602.21,41,34,10.83,71.84,82.93,48.07,67.51,4.34,9663.65,938.56,26,23,0,11.08,7.86,26.41,0,1,23.69,Low
PRJ-01987,Infrastructure Project 01987,Ministry of Communications,Steel,West Bengal,State Government Agency,30185.77,34328.13,22655.36,39,13,9.04,28.77,33.33,67.85,22.86,5.91,20955.45,1699.91,16,5,0,4.56,13.72,23.17,1,1,18.49,Low
PRJ-01988,Infrastructure Project 01988,Ministry of Housing,Social Infrastructure,West Bengal,Central Government Agency,19453.68,20634.47,3399.17,58,62,0.0,100.0,100.0,11.85,96.93,3.07,3271.64,127.53,22,17,1,0.0,6.07,0.0,0,0,10.05,Low
